Blu-Ray/DVD Combo_rp,Blu-Ray/DVD Combo_sp,Blu-Ray_rp,Blu-Ray_sp,DVD_rp,DVD_sp,Essential Art House DVD_rp,Essential Art House DVD_sp,Janus Films DVD_rp,Janus Films DVD_sp,aspect_ratio,color,description,dir_link,duration,lang,title,year
,,,,,,,,,,1.85:1,Color,"Pier Paolo Pasolini traveled to Africa, Nepal, and the Middle East to realize this ambitious cinematic treatment of a selection of stories from the legendary The Thousand and One Nights. This is not the fairy-tale world of Scheherazade or Aladdin, though. Instead, the director focuses on the book’s more erotic tales, framed by the story of a young man’s quest to reconnect with his beloved slave girl. Full of lustrous sets and costumes and stunning location photography, Arabian Nights is a fierce and joyous exploration of human sexuality.",/shop/browse?director=paolo-pasolini-pier,130 minutes,Italian,Arabian Nights,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.66:1,Color,"In his ruthlessly clear-eyed final film, French master Robert Bresson pushed his unique blend of spiritual rumination and formal rigor to a new level of astringency. Transposing a Tolstoy novella to contemporary Paris, L’argent follows a counterfeit bill as it originates as a prop in a schoolboy prank, then circulates like a virus among the corrupt and the virtuous alike before landing with a young truck driver and leading him to incarceration and violence. With brutal economy, Bresson constructs his unforgiving vision of original sin out of starkly perceived details, rooting his characters in a dehumanizing material world that withholds any hope of transcendence.",/shop/browse?director=bresson-robert,84 minutes,French,L’argent,1955
,,,,,,,,,,1.85:1,Color,"In Kaurismäki’s drolly existential crime drama, a coal miner named Taisto (Turo Pajala) attempts to leave behind a provincial life of inertia and economic despair, only to get into ever deeper trouble. Yet a minor-key romance with a hilariously dispassionate meter maid (Susanna Haavisto) might provide a light at the end of a very dark tunnel. Ariel, which boasts a terrific soundtrack of Finnish tango and Baltic pop music and lovely cinematography by Kaurismäki’s longtime cameraman Timo Salmimen, put its director on the international map.",/shop/browse?director=kaurismaeki-aki,72 minutes,Finnish,Ariel,1955
,,,,$39.95,Currently Unavailable,,,,,2.35:1,Color,Bruce Willis and an all-star cast of roughneck oil drillers blast off on a mission to save the planet in Michael Bay’s doomsday space epic.,/shop/browse?director=bay-michael,153 minutes,English,Armageddon,1955
,,,,,,,,,,1.33:1,Black & White,"Kinoshita’s ambitious and intensely moving film begins as a multigenerational epic about the military legacy of one Japanese family, before settling into an emotionally complex portrayal of parental love during wartime. As the mother and father of a boy shipped off to battle, Kinuyo Tanaka and Chishu Ryu locate profound depths of feeling that transcend ideology.",/shop/browse?director=kinoshita-keisuke,87 minutes,Japanese,Army,1955
,,$39.95,Out Of Print,$39.95,Out Of Print,,,,,1.85:1,Color,"This masterpiece by Jean-Pierre Melville about the French Resistance went unreleased in the United States for thirty-seven years, until its triumphant theatrical debut in 2006. Atmospheric and gripping, Army of Shadows is Melville’s most personal film, featuring Lino Ventura, Paul Meurisse, Jean-Pierre Cassel, and the incomparable Simone Signoret as intrepid underground fighters who must grapple with their conception of honor in their battle against Hitler’s regime.",/shop/browse?director=melville-jean-pierre,145 minutes,French,Army of Shadows,1955
,,,,,,,,,,1.33:1,Black & White,"Shepitko’s emotionally overwhelming final film won the Golden Bear at the 1977 Berlin Film Festival and has been hailed around the world as the finest Soviet film of its decade. Set during World War II's darkest days, The Ascent follows the path of two peasant soldiers, cut off from their troop, who trudge through the snowy backwoods of Belarus seeking refuge among villagers. Their harrowing trek leads them on a journey of betrayal, heroism, and ultimate transcendence.",/shop/browse?director=shepitko-larisa,111 minutes,Russian,The Ascent,1955
,,,,,,,,,,1.66:1,Black & White,"On the last day of World War II in a small town somewhere in Poland, Polish exiles of war and the occupying Soviet forces confront the beginning of a new day and a new Poland. In this incendiary environment we find Home Army soldier Maciek Chelmicki, who has been ordered to assassinate an incoming commissar. But a mistake stalls his progress and leads him to Krystyna, a beautiful barmaid who gives him a glimpse of what his life could be. Gorgeously photographed and brilliantly performed, Ashes and Diamonds masterfully interweaves the fate of a nation with that of one man, resulting in one of the most important Polish films of all time.",/shop/browse?director=wajda-andrzej,103 minutes,Polish,Ashes and Diamonds,1955
,,,,,,,,,,1.66:1,Black & White,"In this endlessly diverting compendium of four short films, Pierre Etaix regards the 1960s from his askew but astute perspective. Each part is as technically impressive as it is riotous: a man attempts to read a novel about vampires beside his sleeping wife but cannot seem to separate reality from fiction; a simple afternoon at the movies becomes a consumer-culture assault; a jarringly noisy urban landscape keeps a city’s population on edge; and a day in the country means something different to a picnicking city couple, a hunter, and a farmer.",/shop/browse?director=etaix-pierre,68 minutes,French,As Long as You’ve Got Your Health ,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.37:1,Black & White,"In a smog-choked city somewhere in the American Midwest, an aging criminal mastermind, newly released from prison, hatches a plan for a million-dollar jewel heist and draws a wealthy lawyer and a cherry-picked trio of outlaws into his carefully devised but inevitably doomed scheme. Anchored by an abundance of nuanced performances from a gifted ensemble—including a tight-jawed Sterling Hayden and a sultry Marilyn Monroe in her breakout role—this gritty crime classic by John Huston climaxes in a meticulously detailed anatomy of a robbery that has reverberated through the genre ever since. An uncommonly naturalistic view of a seamy underworld, The Asphalt Jungle painstakingly depicts the calm professionalism and toughness of its gangster heroes while evincing a remarkable depth of compassion for their all-too-human fragility, and it showcases a master filmmaker at the height of his powers.",/shop/browse?director=huston-john,112 minutes,English,The Asphalt Jungle,1955
,,,,,,,,,,1.33:1,Black & White,"When a nuclear-powered submarine, the Tiger Shark, sets out to investigate a series of mysterious disappearances near the Arctic Circle, its fearless crew finds itself besieged by electrical storms, an Unidentified Floating Saucer, and lots of hairy tentacles.",/shop/browse?director=bennet-spencer-g,72 minutes,English,The Atomic Submarine,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.66:1,Black & White,"A profound masterpiece from one of the most revered filmmakers in the history of cinema, Robert Bresson’s Au hasard Balthazar follows the donkey Balthazar as he is passed from owner to owner, some kind and some cruel but all with motivations beyond his understanding. Balthazar, whose life parallels that of his first keeper, Marie, is truly a beast of burden, suffering the sins of humankind. But despite his powerlessness, he accepts his fate nobly. Through Bresson’s unconventional approach to composition, sound, and narrative, this simple story becomes a moving parable about purity and transcendence.",/shop/browse?director=bresson-robert,95 minutes,French,Au hasard Balthazar,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.66:1,Color,"Au revoir les enfants tells a heartbreaking story of friendship and devastating loss concerning two boys living in Nazi-occupied France. At a provincial Catholic boarding school, the precocious youths enjoy true camaraderie—until a secret is revealed. Based on events from writer-director Malle’s own childhood, the film is a subtle, precisely observed tale of courage, cowardice, and tragic awakening.",/shop/browse?director=malle-louis,105 minutes,French,Au revoir les enfants,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.37:1,Color,"The last film by Yasujiro Ozu was also his final masterpiece, a gently heartbreaking story about a man’s dignifed resignation to life’s shifting currents and society’s modernization. Though the widower Shuhei (frequent Ozu leading man Chishu Ryu) has been living comfortably for years with his grown daughter, a series of events leads him to accept and encourage her marriage and departure from their home. As elegantly composed and achingly tender as any of the Japanese master’s films, An Autumn Afternoon is one of cinema’s fondest farewells.",/shop/browse?director=ozu-yasujiro,113 minutes,Japanese,An Autumn Afternoon,1955
,,$39.95,$31.96,$39.95,$31.96,,,,,1.66:1,Color,"Autumn Sonata was the only collaboration between cinema’s two great Bergmans: Ingmar and Ingrid, the monumental star of Casablanca. The grande dame, playing an icy concert pianist, is matched beat for beat in ferocity by the filmmaker’s recurring lead Liv Ullmann, as her eldest daughter. Over the course of a day and a long, painful night that the two spend together after an extended separation, they finally confront the bitter discord of their relationship. This cathartic pas de deux, evocatively shot in burnished harvest colors, ranks among the director’s major dramatic works.",/shop/browse?director=bergman-ingmar,93 minutes,Swedish,Autumn Sonata,1955
